country,hours_per_week,num_logins_last_month,videos_watched_pct,assignments_submitted,discussion_posts,is_working_professional,preferred_device,completed_course
15,5,30,0,5,1,1,2,0
11,5,17,0,9,3,0,4,1
16,5,19,0,8,0,0,1,0
2,0,22,0,9,3,0,1,1
0,5,16,0,9,6,1,2,0
12,0,11,0,3,2,1,6,0
15,6,14,0,3,3,1,2,0
5,2,21,0,9,2,1,2,1
6,3,19,0,2,0,1,3,0
17,4,18,0,3,1,0,4,0
11,9,20,0,0,4,1,1,0
8,8,19,0,6,7,1,2,1
12,6,20,0,1,1,1,1,0
8,2,20,0,0,2,1,2,0
12,5,12,0,0,0,1,2,0
11,5,23,0,0,3,1,4,0
12,0,24,0,1,0,0,2,0
16,0,21,0,4,3,0,5,1
18,3,18,0,3,2,0,2,0
0,0,14,0,5,2,1,2,0
11,3,26,0,0,3,0,3,0
4,5,20,0,4,2,1,2,0
11,3,18,0,5,1,1,0,0
3,4,14,0,3,0,1,1,0
15,1,32,0,6,0,1,2,1
13,2,16,0,5,4,1,6,0
8,4,27,0,1,0,1,6,0
9,5,22,0,6,5,0,1,1
11,8,17,0,7,1,1,2,0
5,5,22,0,3,1,1,1,0
4,5,21,0,0,4,0,5,0
6,7,23,0,5,0,0,5,0
4,6,25,0,0,1,1,2,0
4,3,18,0,6,3,0,2,1
0,4,20,0,0,3,0,0,0
15,3,17,0,3,2,1,1,0
9,3,24,0,4,2,1,1,0
10,6,15,0,2,3,0,0,0
9,4,12,0,8,4,0,2,1
3,2,29,0,2,3,1,4,1
13,2,19,0,1,1,1,5,0
5,0,16,0,7,2,1,1,0
11,1,16,0,0,2,1,1,0
0,3,26,0,5,2,1,4,0
8,5,20,0,0,3,0,2,0
12,5,28,0,0,5,1,1,0
3,7,14,0,1,3,0,2,0
15,2,19,0,6,2,0,1,1
16,7,21,0,2,1,1,1,0
4,3,13,0,3,2,1,2,0
17,2,15,0,7,1,0,5,1
13,3,28,0,8,1,1,2,1
2,3,20,0,0,1,0,1,0
15,7,14,0,3,1,0,2,0
5,6,18,0,9,1,1,1,0
6,4,24,0,1,1,0,1,0
5,1,25,0,4,0,1,1,0
7,7,19,1,9,3,0,1,1
15,9,22,0,0,2,0,1,0
15,6,17,0,3,5,1,6,0
8,8,20,0,1,2,0,0,0
16,4,26,0,6,3,1,2,1
9,3,19,0,2,2,0,2,0
0,1,26,0,9,6,1,1,1
13,6,28,0,5,2,1,1,0
7,6,21,0,7,2,0,0,0
10,7,13,0,3,3,0,2,0
3,2,30,0,5,0,0,5,0
7,6,21,0,7,3,1,2,1
11,0,12,0,9,0,1,3,0
4,3,18,0,4,0,0,2,0
10,3,20,0,3,1,1,4,0
3,5,20,0,8,0,1,2,0
7,0,22,0,2,2,0,5,0
10,2,24,0,6,1,1,1,0
13,6,23,0,2,0,1,2,0
10,3,28,0,7,2,1,2,0
17,4,22,0,8,4,0,2,1
8,4,16,0,3,0,1,1,0
0,5,16,0,7,0,0,2,0
6,2,8,0,5,4,1,2,0
2,0,25,0,6,4,0,2,1
11,3,17,0,6,1,1,4,0
15,2,18,0,4,2,1,1,0
11,5,22,0,5,5,1,2,0
4,2,18,0,4,1,1,1,0
9,4,12,0,7,2,0,1,1
2,6,25,0,5,4,0,1,0
12,10,19,0,8,2,0,5,1
15,3,15,0,6,4,1,1,0
5,5,17,0,2,1,1,1,0
10,2,13,0,7,1,0,6,1
6,6,14,0,8,1,1,1,1
15,4,14,0,8,2,0,2,0
5,0,23,0,1,2,1,2,0
2,2,23,0,5,3,0,2,0
6,7,27,0,6,2,0,1,1
5,7,20,0,0,1,0,0,0
7,6,29,0,8,3,0,0,1
5,0,14,0,6,3,1,1,0
6,7,26,0,5,2,0,0,0
15,4,17,0,9,2,0,1,0
10,5,17,0,0,0,0,2,0
8,8,11,0,2,3,1,1,1
0,3,17,0,0,2,1,0,0
8,7,22,0,2,6,1,0,0
17,3,20,0,4,1,0,5,0
6,4,18,0,9,3,0,2,1
6,0,17,0,9,3,0,2,1
18,0,21,0,7,1,1,2,0
15,1,26,0,1,0,1,0,0
15,0,21,0,0,4,0,2,0
9,2,11,0,1,0,1,1,0
7,3,24,0,5,3,1,2,0
10,2,19,0,4,3,1,5,0
0,5,19,0,6,1,1,0,1
17,4,22,0,4,3,1,1,0
8,5,15,0,7,1,1,5,0
6,6,28,0,0,3,0,2,0
12,3,21,0,8,1,0,2,0
0,7,28,0,7,1,0,2,1
17,5,26,0,8,2,1,2,0
13,2,24,0,6,2,1,6,0
7,2,27,0,4,3,0,5,1
2,0,18,0,8,0,1,2,1
6,4,21,0,8,3,0,5,1
16,6,16,0,0,1,0,2,0
6,8,21,0,5,1,0,0,0
11,8,15,0,8,0,1,1,1
2,3,20,0,7,0,1,2,0
8,3,16,0,0,4,0,4,1
15,3,16,0,7,3,1,1,0
17,6,14,0,5,1,0,1,0
18,5,25,0,3,3,1,1,0
5,6,19,0,4,2,1,2,0
6,0,19,0,7,2,0,2,0
2,5,20,0,0,3,1,1,0
12,5,21,0,0,3,1,1,0
6,4,20,0,7,1,1,2,1
4,6,20,0,7,0,1,2,0
17,6,19,0,0,2,1,2,0
3,4,23,0,8,2,0,1,0
6,0,21,0,7,1,1,2,0
18,4,21,0,4,4,1,1,0
13,3,24,0,8,4,1,1,1
3,4,19,0,5,2,0,2,0
16,5,16,0,2,0,0,2,0
4,9,27,0,4,0,1,1,1
18,6,19,0,3,1,0,0,0
12,5,19,0,9,0,1,2,0
6,8,24,0,0,2,1,5,0
7,2,18,0,7,2,1,0,1
6,9,17,0,5,1,1,2,0
4,6,13,0,8,1,0,1,0
2,2,21,0,4,1,1,5,0
12,1,20,0,4,1,0,2,0
5,7,20,0,9,1,0,1,1
11,4,22,0,8,3,1,1,0
17,7,20,0,9,3,1,5,1
10,9,26,0,5,1,0,2,0
17,8,16,0,7,1,1,1,0
2,4,19,0,5,0,1,1,0
18,3,23,1,6,2,0,2,1
6,1,21,0,9,5,1,0,1
0,6,20,0,1,2,0,1,0
6,8,19,0,3,1,0,5,0
5,2,19,0,3,2,0,5,0
11,4,27,1,0,2,1,0,0
7,8,25,0,9,3,0,2,1
11,8,18,0,8,5,0,4,1
10,6,16,0,5,1,1,2,0
13,5,20,0,2,1,1,0,0
10,4,17,0,2,1,0,1,0
7,1,23,0,2,5,1,0,0
9,7,14,0,1,1,1,1,0
12,5,22,0,1,0,1,2,0
15,6,15,0,4,0,1,1,0
5,3,23,0,4,5,1,2,0
15,8,14,0,0,1,0,6,0
7,4,27,0,4,2,0,2,0
14,3,23,0,1,0,1,0,0
16,5,14,0,1,1,1,1,0
12,0,15,0,7,2,1,2,0
5,6,21,0,8,0,1,2,0
17,6,14,0,6,1,1,6,1
3,2,19,0,3,2,1,2,0
6,1,28,0,6,3,1,1,1
10,4,23,0,8,2,0,1,0
15,8,26,0,5,2,1,2,1
11,5,25,0,4,2,1,2,0
3,0,22,0,5,0,0,0,0
15,2,19,0,0,2,1,2,0
2,0,13,1,4,5,1,4,0
6,8,26,0,6,2,1,6,1
10,3,20,0,2,2,0,2,0
4,6,25,0,3,3,1,1,0
18,1,12,0,0,5,1,1,0
8,4,12,0,3,1,1,2,0
12,9,15,0,8,4,0,5,1
7,2,22,1,3,3,1,2,0
17,1,17,0,7,3,1,2,0
13,3,22,0,4,4,1,2,0
17,3,14,0,1,1,0,2,0
8,5,22,0,5,3,1,2,0
18,7,17,0,4,1,1,1,0
8,6,21,0,2,1,0,6,0
7,4,16,0,1,3,1,2,0
10,11,28,0,4,2,0,5,1
0,3,16,0,3,3,0,2,0
11,6,28,0,3,3,0,2,1
16,9,19,0,4,2,1,2,0
6,4,24,0,7,0,0,1,1
6,1,14,0,2,0,0,1,0
8,6,16,0,1,2,1,2,0
10,3,25,0,5,1,1,4,0
13,3,17,1,0,1,1,2,0
16,0,16,0,1,0,1,1,0
18,10,29,0,1,3,0,6,1
17,1,25,0,6,1,1,0,1
12,6,26,0,5,6,0,0,0
13,6,18,0,3,2,0,4,0
15,3,19,0,0,2,1,2,0
5,2,20,0,3,1,0,2,0
18,4,17,0,3,3,0,1,0
7,6,26,0,3,3,0,4,0
3,5,25,0,0,1,1,6,0
15,8,13,0,7,1,1,0,0
2,6,23,0,3,2,0,2,0
2,6,15,0,7,1,1,1,0
17,6,31,0,2,2,0,6,0
18,2,17,0,2,1,0,2,0
0,5,24,1,5,0,0,1,0
8,8,22,0,8,3,1,2,1
4,6,25,0,5,3,1,2,0
2,5,17,0,0,0,1,2,0
18,4,15,0,6,5,1,6,0
7,7,20,0,0,2,1,6,0
0,0,22,0,5,2,0,2,0
7,5,21,1,2,2,1,0,0
4,2,16,0,4,3,1,2,0
4,4,23,0,6,1,1,2,0
13,4,29,0,6,2,1,2,1
11,4,13,0,8,3,0,0,1
8,3,26,0,8,2,0,2,1
17,2,22,0,9,2,1,5,0
3,4,21,0,5,4,0,2,0
8,3,21,0,4,0,1,4,0
11,2,20,0,4,4,1,2,0
9,2,19,0,8,2,0,1,1
3,6,27,0,9,2,1,1,0
15,2,21,0,3,6,1,5,0
15,10,24,0,1,1,0,4,0
8,4,15,0,7,0,1,2,0
5,2,21,0,1,1,0,1,0
15,3,20,0,6,3,1,1,1
4,6,28,0,9,1,1,5,1
4,7,20,0,5,4,1,1,1
8,4,19,0,4,3,0,6,1
9,5,13,0,8,0,1,5,1
0,0,23,0,3,1,0,2,0
7,5,16,0,2,2,0,2,0
13,3,14,0,1,4,0,2,1
12,2,20,0,2,1,1,1,0
7,6,23,0,4,3,0,1,0
9,6,30,0,1,0,0,1,0
15,2,23,0,2,1,0,4,0
15,3,15,0,6,2,1,0,0
17,1,17,0,2,1,0,0,0
18,3,16,0,8,0,0,2,1
5,4,15,0,9,0,1,0,1
17,6,14,0,0,1,0,0,0
4,4,22,0,2,4,1,0,0
16,10,17,0,2,2,1,6,0
8,3,22,0,0,6,1,4,0
2,3,14,0,6,2,0,0,0
13,5,24,0,9,2,0,2,0
15,5,17,1,2,0,0,0,0
10,0,14,0,1,2,0,2,0
10,3,14,0,2,3,1,1,0
0,4,27,0,6,0,0,1,1
15,6,17,0,4,5,0,4,0
2,5,16,0,7,2,0,2,0
16,6,15,0,3,1,0,1,0
15,6,28,0,5,2,0,2,0
5,3,19,0,2,2,0,6,0
5,6,20,0,1,3,1,1,0
11,3,17,0,3,1,1,6,0
17,4,15,0,1,1,1,1,0
11,2,23,0,1,0,1,6,0
0,6,14,0,8,2,0,5,0
6,1,16,0,7,3,1,4,0
2,6,26,0,6,0,1,5,0
12,4,14,0,4,5,0,2,1
16,4,18,0,6,1,0,2,0
13,6,15,0,2,1,0,6,0
11,0,22,0,8,0,0,2,0
2,7,24,0,2,2,0,3,0
2,4,19,0,4,2,1,6,0
3,4,18,0,3,2,0,4,0
0,5,16,0,0,3,1,0,0
4,6,21,0,2,3,1,2,0
10,6,16,0,3,2,1,5,0
10,1,17,0,2,2,0,5,0
16,5,22,0,4,4,0,1,0
15,6,14,1,9,5,0,1,1
5,5,20,0,7,3,0,5,1
0,5,20,0,9,0,0,2,0
17,5,30,0,6,2,1,2,0
18,5,29,1,3,4,0,2,1
16,0,22,0,5,0,0,2,0
5,7,22,0,0,1,0,2,0
15,8,13,0,4,3,1,1,0
4,5,25,0,1,2,1,2,0
6,6,15,0,4,2,0,5,0
12,6,20,0,5,1,1,6,0
11,5,22,0,1,0,1,5,0
18,6,19,0,7,3,1,1,0
11,4,21,0,5,3,1,2,0
11,6,19,0,0,1,0,0,0
11,7,19,0,6,4,1,1,1
7,3,13,0,7,0,0,4,1
16,3,25,0,8,2,1,1,1
3,5,15,0,2,2,0,1,0
18,4,19,0,7,7,0,1,1
8,2,24,0,1,2,1,2,0
18,8,18,0,9,3,0,2,1
0,4,21,0,6,2,0,1,0
18,6,19,0,7,3,1,0,0
9,5,17,0,8,0,1,2,0
18,0,12,0,9,2,1,1,1
13,3,22,0,0,5,1,1,0
17,1,20,0,7,2,1,2,0
9,5,21,0,5,3,1,1,0
0,7,22,0,5,2,0,1,0
13,2,15,0,8,1,0,6,1
3,3,19,0,1,4,0,2,0
7,5,18,0,5,4,0,1,0
9,4,29,0,8,1,1,2,0
9,6,25,0,4,0,1,6,0
4,0,25,0,9,6,1,2,1
15,2,18,0,8,2,0,2,1
4,6,14,0,3,3,1,6,0
7,3,22,0,5,1,0,2,0
5,6,19,0,7,2,0,2,0
17,2,20,0,9,1,0,1,0
2,6,26,0,4,1,0,2,0
6,0,15,0,9,1,1,1,0
18,10,19,0,2,3,1,2,1
18,4,17,0,7,1,1,2,0
8,5,17,0,2,3,0,0,0
9,2,14,0,0,2,0,1,0
12,9,20,0,7,2,0,1,1
17,1,19,0,5,4,0,5,1
2,7,25,0,7,0,0,5,1
7,5,21,0,1,4,0,4,0
13,2,19,0,7,2,0,2,0
6,2,14,0,9,2,0,4,0
2,6,19,0,5,3,1,1,0
2,7,16,0,9,2,1,1,0
7,5,21,0,7,5,1,2,0
3,5,21,0,9,2,0,1,0
18,6,20,0,3,2,1,0,0
6,6,22,0,6,1,1,2,1
16,5,29,0,7,1,1,1,0
11,4,21,0,1,4,0,5,0
2,4,16,0,3,6,0,2,0
7,7,22,0,3,1,0,2,0
6,3,23,0,7,2,0,1,0
8,4,34,0,7,5,0,1,1
6,7,28,0,2,2,1,2,0
16,5,15,0,4,3,1,2,0
18,2,23,0,4,5,1,2,0
11,1,23,0,1,1,0,1,0
5,8,23,0,6,3,1,2,1
3,8,21,0,1,3,1,2,0
7,8,16,0,8,1,0,2,1
15,6,20,0,2,2,1,1,0
6,11,23,0,7,1,1,2,0
8,8,27,0,6,4,1,1,1
2,8,19,0,9,2,1,2,1
8,4,20,1,4,1,0,2,0
17,3,16,0,1,3,1,2,0
13,3,21,0,9,3,1,1,0
18,3,18,0,3,1,0,2,0
17,6,18,0,4,2,1,1,0
16,10,15,0,0,2,1,4,0
13,6,19,0,8,0,0,5,0
6,3,18,0,5,3,1,4,0
7,5,21,0,5,1,0,6,0
8,1,17,0,4,1,1,4,0
8,4,15,0,7,1,1,2,1
9,1,23,0,6,3,0,2,1
18,0,28,0,4,0,0,5,0
5,1,28,0,4,2,1,4,0
2,4,18,0,8,2,1,4,1
12,3,19,0,7,3,1,6,0
11,4,16,0,2,5,0,0,0
8,5,11,0,4,1,0,2,0
5,2,27,0,6,2,1,2,0
17,0,21,0,2,4,0,1,0
4,3,12,0,8,1,0,2,0
17,8,11,0,6,1,1,5,1
7,3,35,0,3,3,0,1,0
12,5,24,0,1,1,1,1,0
15,2,22,0,4,3,0,1,0
7,7,24,0,4,0,1,4,0
5,5,18,0,5,1,1,2,0
3,3,25,0,9,0,0,1,0
7,4,20,0,8,4,0,2,1
9,1,16,0,8,3,1,6,1
2,8,25,0,9,1,1,2,0
15,7,29,0,4,1,1,0,0
5,3,20,0,4,6,0,2,1
4,6,15,0,4,0,0,5,0
14,6,27,0,5,2,1,2,0
3,4,22,0,9,2,1,2,0
11,4,18,0,9,2,0,2,0
0,11,23,0,9,1,1,1,0
8,5,17,0,5,2,1,2,0
3,5,21,0,0,3,1,4,0
0,3,22,0,0,2,1,2,0
3,0,15,0,2,1,1,0,0
16,4,24,0,4,1,0,2,0
7,5,15,0,6,1,1,1,0
11,5,21,0,5,1,1,2,0
12,3,16,0,8,1,1,2,0
2,4,16,0,5,1,1,2,0
18,4,27,0,8,2,0,0,1
2,4,21,0,7,2,0,2,1
18,6,20,0,3,1,0,0,0
2,3,20,0,2,2,0,1,0
3,5,21,0,4,2,1,0,0
13,8,15,0,6,1,0,2,1
8,6,19,0,7,2,1,2,0
18,5,20,0,6,1,1,2,0
11,2,26,0,4,3,1,6,1
7,4,25,0,3,1,0,2,0
8,5,15,0,0,0,1,4,0
7,3,14,0,6,2,1,6,0
17,0,21,0,8,1,0,6,1
3,7,23,0,5,2,0,2,0
4,4,25,0,1,4,1,2,0
17,5,22,0,2,2,0,2,0
2,6,23,0,0,3,1,5,0
2,7,21,0,8,2,0,4,1
3,3,23,0,4,4,1,4,0
13,2,17,0,2,3,1,2,0
2,2,14,0,5,3,0,1,1
7,8,28,0,1,2,0,1,0
2,4,16,0,2,1,0,4,0
9,4,17,0,0,2,1,6,0
5,4,21,0,3,0,1,2,0
8,8,23,0,2,2,1,2,0
13,2,19,0,4,7,1,1,0
15,6,26,0,9,0,0,1,1
9,7,16,0,6,1,1,1,0
18,3,22,0,3,2,0,5,0
18,2,22,0,1,2,1,2,0
6,4,24,0,0,2,1,6,0
13,3,25,0,0,3,0,2,0
11,5,22,0,7,3,1,1,0
4,1,21,0,7,1,0,1,0
3,6,27,0,9,0,0,2,1
18,4,21,0,4,1,1,1,0
5,3,21,0,6,3,1,2,1
10,4,32,0,0,1,0,2,0
6,0,23,0,8,3,0,5,1
17,4,22,0,7,1,1,1,0
11,5,21,0,8,1,0,1,0
15,4,21,0,5,1,1,1,0
9,2,23,0,5,1,1,2,0
9,4,23,0,4,2,1,4,0
17,5,13,0,3,1,1,2,0
13,5,27,0,7,5,1,2,1
13,7,12,0,7,2,1,4,0
2,4,14,0,1,3,1,1,0
15,5,23,0,8,4,0,5,1
6,2,19,0,7,1,1,1,0
18,6,15,0,2,2,1,2,0
6,6,24,0,9,0,1,2,1
15,5,23,0,3,2,1,2,0
18,1,18,0,5,2,0,5,0
4,2,28,0,7,4,1,2,1
9,9,24,0,8,1,1,1,1
12,3,14,0,4,3,0,1,1
13,7,15,0,2,3,1,0,0
4,5,24,0,5,2,1,1,0
9,6,22,0,3,1,1,0,0
4,5,18,0,1,2,1,4,0
13,2,17,0,4,4,1,6,0
15,6,18,0,3,2,1,1,0
15,3,17,0,0,1,1,2,0
13,0,22,0,9,2,0,1,1
17,6,20,0,7,3,1,6,0
2,3,25,0,3,4,0,6,1
11,4,16,0,7,5,0,5,1
18,2,32,0,2,0,0,2,1
3,4,19,0,1,1,1,2,0
18,4,14,0,6,2,0,2,0
16,6,18,0,0,2,1,4,0
9,4,21,0,6,4,0,0,1
16,4,23,0,0,3,1,2,0
11,5,18,0,9,1,1,2,0
13,4,22,0,9,0,1,1,0
8,3,15,0,6,3,1,1,1
4,2,13,0,3,1,0,1,0
15,6,25,0,5,2,1,1,0
11,4,16,0,6,1,0,1,1
17,7,13,0,4,0,0,5,0
0,5,18,0,3,3,1,1,0
13,7,18,0,6,1,0,2,1
11,7,20,0,0,0,0,2,0
4,7,23,0,7,1,1,2,0
5,3,22,0,0,1,0,2,0
5,0,22,0,3,2,0,5,0
2,3,11,0,7,2,1,2,0
7,3,29,0,1,4,1,2,0
6,7,23,1,6,2,0,2,1
18,4,23,0,8,3,1,5,0
4,5,24,0,5,1,1,2,0
7,5,19,0,5,2,0,2,0
3,2,22,0,0,3,0,1,0
11,4,30,0,4,4,1,1,1
13,3,19,0,9,4,1,5,0
4,6,22,0,0,3,0,1,0
6,8,16,0,5,2,0,6,0
8,1,17,0,9,2,0,6,1
10,5,20,0,8,1,0,2,0
13,6,19,0,1,2,1,1,0
13,4,20,0,1,2,0,1,0
5,5,16,0,5,8,0,2,1
17,4,17,0,2,2,0,1,0
5,7,20,0,9,1,1,1,0
8,8,16,0,4,0,1,1,0
17,0,18,0,5,1,1,2,0
9,4,10,0,6,2,0,6,1
15,5,21,0,1,0,1,4,0
9,3,14,0,7,1,0,4,1
9,6,22,0,9,2,1,1,0
15,5,21,0,4,3,0,5,0
17,9,30,0,5,2,0,0,1
15,5,17,0,4,1,1,5,0
5,5,17,0,2,0,0,5,0
5,6,28,0,9,1,1,2,0
17,0,13,0,8,3,1,1,0
17,2,25,1,0,1,1,4,0
17,8,18,0,0,4,1,2,0
4,4,34,1,9,1,0,2,1
18,2,12,0,3,2,1,2,0
18,7,22,0,0,2,1,1,0
15,0,13,0,0,3,0,4,0
10,6,30,0,3,3,1,2,0
11,2,25,0,7,1,0,1,1
11,6,21,0,0,2,1,2,0
11,4,14,0,8,4,1,4,1
8,4,25,0,7,0,0,1,1
8,3,21,0,4,3,1,5,0
0,4,17,0,9,5,1,2,1
1,4,21,0,3,7,1,2,0
2,9,31,0,2,5,1,1,0
15,9,19,0,7,1,1,2,0
17,6,21,0,6,2,1,5,0
11,7,27,0,1,1,1,2,1
10,4,20,0,1,1,0,5,0
15,8,26,0,2,1,1,1,1
12,7,25,0,0,2,1,5,0
6,7,23,0,3,4,1,1,0
12,8,16,0,0,4,1,1,1
7,4,25,0,1,4,1,2,0
12,2,21,0,4,2,0,4,0
4,8,20,0,6,1,1,2,0
18,4,21,0,3,3,1,2,0
11,6,19,0,7,2,1,1,0
18,4,14,0,7,1,1,2,0
17,0,22,0,2,0,1,5,0
2,4,13,0,8,2,0,1,1
18,4,20,0,8,2,0,0,1
16,5,18,0,6,2,1,1,0
2,4,20,0,6,2,0,2,0
0,1,20,0,0,1,1,2,0
5,4,14,0,8,3,0,2,1
11,11,20,0,0,1,0,1,1
7,4,12,0,0,1,1,1,0
7,6,18,0,6,2,0,2,1
17,1,19,0,3,4,0,1,1
12,7,18,0,3,3,0,2,1
9,8,31,0,8,8,1,2,1
5,0,19,0,0,1,0,5,0
10,4,21,0,9,3,1,2,0
2,5,24,0,0,2,0,5,0
13,8,19,0,8,1,1,2,0
2,6,17,0,6,0,0,2,0
13,5,21,0,2,2,1,2,0
2,6,16,0,1,1,1,1,0
0,10,20,0,9,3,1,1,1
11,2,19,0,4,0,1,4,0
11,4,18,0,5,0,1,0,0
15,3,18,0,8,1,1,2,0
3,4,23,0,5,0,1,1,0
6,6,16,0,4,1,1,2,0
12,1,22,0,5,0,1,2,0
7,6,20,0,5,2,0,2,0
9,5,23,0,8,1,1,2,1
9,7,14,0,2,1,0,2,1
13,2,18,0,2,2,1,2,0
9,0,22,0,7,2,1,4,1
0,7,23,0,3,4,1,1,0
18,3,23,0,5,2,1,6,0
6,5,18,0,5,0,1,1,0
3,5,22,0,1,2,1,2,0
6,3,22,0,4,0,0,6,0
13,3,21,0,8,3,0,1,1
7,4,12,0,8,1,0,5,0
18,8,26,0,6,5,1,1,1
9,3,26,0,9,2,0,2,1
15,2,16,0,1,2,0,0,0
6,3,16,0,2,4,1,2,0
4,2,17,0,1,2,0,1,0
5,5,12,0,8,3,0,6,1
12,5,18,0,5,0,1,6,0
13,9,27,0,1,4,1,5,1
18,4,12,0,1,5,1,0,0
12,2,16,0,3,3,1,0,0
13,5,15,0,0,2,1,1,0
6,5,26,0,2,1,1,6,0
17,2,15,1,5,3,0,0,1
18,3,17,0,6,2,0,1,0
18,0,18,1,2,2,1,2,0
16,6,19,0,0,0,0,1,0
13,5,22,0,8,3,1,1,1
0,6,17,0,5,2,1,2,0
10,5,20,0,9,3,1,5,0
4,3,16,0,8,2,1,1,0
10,7,20,0,7,2,1,2,0
15,4,19,0,9,3,0,1,1
0,3,18,0,9,1,1,2,1
17,5,20,0,8,2,1,0,0
4,6,27,0,0,1,1,1,0
17,6,21,0,1,1,0,2,0
6,0,20,0,3,3,1,2,0
8,2,21,0,2,5,0,0,0
3,4,22,0,6,1,1,0,0
9,0,13,0,0,0,1,1,0
10,5,28,0,9,2,1,2,0
16,2,28,0,9,3,0,2,1
10,4,18,0,8,1,1,2,1
10,6,11,0,6,3,1,5,0
6,8,20,0,0,3,1,2,1
11,7,17,0,1,0,1,2,0
17,4,26,0,0,0,0,2,0
6,4,18,0,9,3,0,0,1
8,10,25,0,6,3,0,5,1
15,3,12,0,4,2,1,5,0
3,1,23,0,3,0,1,4,0
8,1,17,0,4,1,1,0,0
2,2,20,0,4,1,0,2,0
17,1,14,0,3,2,1,2,0
13,5,17,0,2,3,1,5,0
0,3,16,0,4,2,1,1,0
13,5,23,0,6,3,1,2,0
6,6,14,0,2,0,0,2,0
9,5,14,0,1,1,0,4,0
8,5,24,0,8,3,1,2,0
15,4,15,0,1,4,0,4,0
4,3,12,0,1,0,1,1,0
2,6,30,0,0,0,0,2,1
12,5,21,0,4,2,1,2,0
4,5,14,0,6,1,1,1,1
2,0,24,0,6,7,0,4,1
0,7,17,0,9,3,1,1,1
7,7,20,0,7,1,1,4,0
11,3,20,0,3,5,0,5,0
9,3,22,0,6,1,1,0,0
3,6,22,0,7,2,1,2,0
10,5,20,0,4,2,1,1,0
13,7,17,0,3,3,1,2,0
12,4,15,0,5,3,1,2,0
2,3,18,0,1,1,0,6,0
9,3,32,0,5,0,0,1,1
4,5,26,0,2,1,0,1,1
9,0,23,0,8,4,0,2,1
18,3,19,0,6,2,1,1,1
17,0,14,0,9,0,1,6,1
11,4,15,0,4,2,0,2,0
17,2,22,0,0,2,1,5,0
0,5,23,0,0,0,0,1,0
11,3,23,0,3,1,1,2,0
8,1,17,1,7,1,1,4,1
11,1,22,0,1,0,0,5,0
12,4,19,0,6,2,0,1,1
3,4,17,0,8,1,1,1,0
18,3,24,0,2,3,1,1,0
15,5,19,0,8,2,1,5,0
3,8,20,0,5,2,1,5,0
2,5,13,0,8,4,1,2,0
2,3,21,0,6,1,0,0,1
0,6,17,0,0,3,0,6,0
10,3,23,0,8,2,1,2,0
13,7,16,0,4,1,0,4,1
13,0,20,0,0,5,0,1,0
15,7,18,0,8,2,0,4,1
9,1,16,0,9,1,1,0,0
11,8,23,0,6,2,1,1,0
8,3,17,0,2,2,0,2,0
11,5,11,0,9,2,1,2,1
7,2,19,0,9,3,0,2,1
5,8,22,0,4,2,0,2,0
10,7,21,0,7,3,0,2,1
11,6,24,0,6,0,0,2,0
16,9,23,0,4,4,1,1,0
3,5,17,0,6,0,0,1,0
2,6,16,0,5,3,1,1,0
17,5,17,0,9,6,0,1,1
13,0,18,0,4,1,0,2,0
8,4,15,0,9,3,1,1,1
7,7,33,0,5,0,1,1,1
4,5,23,0,3,2,1,5,0
6,2,23,0,7,1,1,2,0
15,8,23,0,3,2,1,5,0
16,4,15,0,3,0,1,0,0
17,0,20,0,7,2,0,4,0
0,8,13,0,7,3,1,0,1
13,4,15,0,9,0,0,2,0
7,4,17,0,0,6,1,2,0
18,3,16,0,8,4,0,4,1
6,3,22,0,9,1,1,1,0
4,2,22,0,5,2,0,4,0
17,10,21,0,6,1,0,6,1
5,5,21,0,8,7,1,1,1
4,6,21,0,0,3,0,0,1
17,5,18,0,6,2,1,2,0
9,7,25,0,4,2,0,1,0
3,2,20,0,9,0,0,4,1
8,5,19,0,3,2,0,1,0
2,4,21,0,3,0,1,2,0
18,4,20,0,4,2,1,6,0
18,4,25,0,6,2,0,1,1
18,2,28,0,0,6,1,2,0
18,4,20,0,2,4,0,1,0
9,7,22,0,8,4,1,1,1
18,6,26,0,3,0,1,1,0
7,4,15,0,9,0,1,2,0
9,3,21,0,6,1,0,1,0
14,5,19,0,0,1,1,5,0
4,5,17,0,8,5,0,5,1
7,6,20,0,2,2,1,6,0
10,6,10,0,1,3,1,1,0
2,3,23,0,8,3,0,1,1
17,4,17,0,1,3,1,4,0
3,7,22,0,0,4,1,2,0
9,5,25,0,7,1,1,4,0
17,4,29,0,2,1,1,1,0
16,5,14,0,6,0,1,1,0
18,7,24,0,4,0,0,1,1
0,6,15,0,8,2,1,1,0
11,2,19,1,5,1,1,4,0
7,5,22,0,2,1,1,4,0
2,0,21,0,0,2,1,1,0
7,3,27,0,8,1,1,2,0
9,6,17,0,9,1,1,0,1
2,5,27,0,3,3,1,2,1
4,8,19,0,1,2,1,4,0
6,5,17,0,0,2,1,4,0
17,5,26,0,8,2,1,1,0
6,4,28,0,8,4,1,2,1
16,0,25,0,9,3,1,5,1
5,1,25,0,3,1,1,6,0
2,4,25,0,6,4,0,1,1
17,4,18,0,9,0,1,4,0
3,8,14,0,1,2,1,1,0
0,5,18,0,8,1,1,2,1
9,0,13,0,7,0,1,5,1
6,2,18,0,7,3,0,1,1
11,6,22,0,5,0,0,1,0
